"name";"datasets";"reuses";"total"
"bile-salt";1;0;1
"boron-nitride";1;0;1
"brunaueremmett-teller-analysis";1;0;1
"cadmium-particle-size-analysis";1;0;1
"cadmium-xrd-analysis";1;0;1
"cancer-biomarker";1;0;1
"cancer-biomarkers-in-endometrial";1;0;1
"chromium-vi-oxide-study";1;0;1
"elisa";1;0;1
"endometrial-cancer-cell-lines";1;0;1
"endometrium-and-prostate-cancer-cell-lines";1;0;1
"endometrium-cancer";1;0;1
"il-6";1;0;1
"morphological-properties-of-silicon-carbide";1;0;1
"physical-properties-of-bile-salt";1;0;1
"physical-properties-of-cadmium";1;0;1
"physical-properties-of-proteose-peptone";1;0;1
"properties-of-boron-nitride";1;0;1
"properties-of-silicon-carbide";1;0;1
"prostate-cancer";1;0;1
"prostate-cancer-cell-lines";1;0;1
"prostate-cancer-cell-lines-reduction";1;0;1
"proteose-peptone";1;0;1
"silicon-carbide";1;0;1
"silicon-carbide-morphological-properties";1;0;1
"silicon-carbide-structural-properties";1;0;1
"spectral-properties-of-boron-nitride";1;0;1
"structural-properties-of-boron-nitride";1;0;1
"structural-properties-of-cadmium";1;0;1
"tga-dta";1;0;1
"tga-dta-analysis-of-cro3";1;0;1
"thermal-behaviour-of-cro3";1;0;1
"thermal-properties-of-bile-salt";1;0;1
"thermal-properties-of-cadmium";1;0;1
"thermal-properties-of-proteose-peptone";1;0;1
"tnf-a";1;0;1
"xrd-analysis-of-bile-salt";1;0;1
"xrd-analysis-of-boron-nitride";1;0;1
"xrd-analysis-of-silicon-carbide";1;0;1
"logiciel-de-caisse";0;1;1
"al4c3-ftir-analysis";1;0;1
"aluminium-carbide-powder";1;0;1
"aluminium-carbide-powder-xrd-analysis";1;0;1
"aluminium-carbide-surface-area-analysis";1;0;1
"brass";1;0;1
"brass-powder-x-ray-diffraction-analysis";1;0;1
"characterization-of-brass-powder";1;0;1
"characterization-of-metronidazole";1;0;1
"characterization-of-tinidazole";1;0;1
"dsc-analysis-of-indole";1;0;1
"dsc-study-of-thymol";1;0;1
"ftir-spectrum-of-metronidazole";1;0;1
"indole";1;0;1
"indole-ftir-spectroscopy";1;0;1
"indole-modification-strategy";1;0;1
"magnesium-powder";1;0;1
"magnesium-xrd";1;0;1
"menthol";1;0;1
"menthol-tga-analysis";1;0;1
"metronidazole";1;0;1
"metronidazole-and-tinidazole";1;0;1
"physical-characteristics-of-magnesium";1;0;1
"physical-properties-for-magnesium";1;0;1
"physical-properties-of-brass";1;0;1
"physical-properties-of-indole";1;0;1
"physical-properties-of-magnesium-powder";1;0;1
"physical-properties-of-menthol";1;0;1
"structural-properties-of-al4c3-powder";1;0;1
"structural-properties-of-brass";1;0;1
"structural-properties-of-thymol";1;0;1
"thermal-analysis";1;0;1
"thermal-properties-of-indole";1;0;1
"thermal-stability-of-thymol";1;0;1
"thymol";1;0;1
"tinidazole";1;0;1
"uv-vis-spectroscopy";1;0;1
"uv-vis-spectrum-analysis-of-tinidazole";1;0;1
"x-ray-diffraction-analysis-of-brass-powder";1;0;1
"x-ray-diffraction-analysis-of-magnesium";1;0;1
"area-management-restriction-regulation-zones-and-reporting-units";1;0;1
"eau-desurface";1;0;1
"erpautre";1;0;1
"ille-etvilaine";1;0;1
"zonageeau";1;0;1
"zones-a-risquenaturel";1;0;1
"cytokines";1;0;1
"herbomineral-formulation";1;0;1
"immunomodulation";1;0;1
"lps";1;0;1
"appellations";1;0;1
"eauxsouterraines-nappes-d-eau";1;0;1
"occupationdes-terres";1;0;1
"parcseoliens";1;0;1
"servitudes-d-utilitepublique";1;0;1
"territoirea-risque-d-inondation";1;0;1
"zones-arisque-naturel";1;0;1
"papillon";1;0;1
"eaude-surface";1;0;1
"schemaregional-de-coherence-ecologique";1;0;1
"siteindustriel-production-site-industriel";1;0;1
"zonagesnature";1;0;1
"ammonium-acetate";1;0;1
"ammonium-acetate-ir";1;0;1
"ammonium-acetate-uv-spectrum";1;0;1
"ammonium-chloride";1;0;1
"ammonium-chloride-ftir-spectrum";1;0;1
"antimycobacterial-susceptibility";1;0;1
"antimycobacterial-susceptibility-of-antimicrobials";1;0;1
"antimycobacterial-susceptibility-testing";1;0;1
"antimycobacterial-susceptibility-using-bactec";1;0;1
"characteristics-of-sodium-nitrate";1;0;1
"characterization-of-ammonium-acetate";1;0;1
"characterization-of-ammonium-chloride";1;0;1
"disodium-hydrogen-orthophosphate";1;0;1
"ftir-analysis-of-disodium-hydrogen-orthophosphate";1;0;1
"mdr-of-mycobacterium-tuberculosis";1;0;1
"mdr-tb";1;0;1
"mic";1;0;1
"sodium-nitrate-spectral-properties";1;0;1
"spectroscopic-characterization-of-sodium-nitrate";1;0;1
"xdr-tb";1;0;1
"aesn";1;0;1
"covoiturage-aire-deplacement-domicile-travail";1;0;1
"denitrification";1;0;1
"donneees-ouvertes";1;0;1
"dta-estuaire-seine-directive-territoriale-amenagement";1;0;1
"effets-risques-technologiques-danger";1;0;1
"eolien-terrestre-energie-renouvelable-zone-favorable";1;0;1
"hydromorphie";1;0;1
"icpe-installations-classees-lieux-de-production";1;0;1
"phec";1;0;1
"vl";1;0;1
"de-restrictionou-de-reglementation-et-unites-de-declaration";1;0;1
"eaux-interieures-de-surface-riviereset-lacs";1;0;1
"lieux-de-production-et-sitesindustriels";1;0;1
"lieuxde-production-et-sites-industriels";1;0;1
"limites-administratives-etdecoupage-des-territoires-limites-administratives";1;0;1
"limitesadministratives-et-decoupage-des-territoires-limites-administratives";1;0;1
"mouvement-deterrain";1;0;1
"site-industriel-production-sitede-production-d-energie";1;0;1
"antimicrobials";1;0;1
"biochemicals";1;0;1
"biotypic-characterization-of-klebsiella-oxytoca";1;0;1
"characteristics-of-klebsiella-pneumoniae";1;0;1
"klebsiella-oxytoca";1;0;1
"klebsiella-oxytoca-antibiotic-susceptibility";1;0;1
"klebsiella-oxytoca-biochemical-reactions";1;0;1
"klebsiella-oxytoca-biochemical-test";1;0;1
"klebsiella-oxytoca-characteristics";1;0;1
"klebsiella-pneumoniae";1;0;1
"klebsiella-pneumoniae-antibiogram";1;0;1
"klebsiella-pneumoniae-biochemical-characteristics";1;0;1
"klebsiella-pneumoniae-biochemical-tests";1;0;1
"klebsiella-pneumoniae-characteristics";1;0;1
"m-toluic-acid";1;0;1
"m-toluic-acid-physical-properties";1;0;1
"m-toluic-acid-spectroscopic-characterization";1;0;1
"m-toluic-acid-xrd";1;0;1
"meta-toluic-acid";1;0;1
"multidrugresistant";1;0;1
"myristic-acid";1;0;1
"myristic-acid-properties";1;0;1
"myristic-acid-xrd-study";1;0;1
"p-dichlorobenzene";1;0;1
"p-dichlorobenzene-uv-vis-spectrum";1;0;1
"p-dichlorobenzene-xrd-analysis";1;0;1
"p-rettgeri-antimicrobial-susceptibility";1;0;1
"para-dichlorobenzene";1;0;1
"phase-change-materials";1;0;1
"physical-characterization-of-myristic-acid";1;0;1
"physical-properties-of-p-dichlorobenzene";1;0;1
"providencia-rettgeri";1;0;1
"providencia-rettgeri-16s-rdna-sequencing";1;0;1
"providencia-rettgeri-biochemical-reactions";1;0;1
"providencia-rettgeri-biotype-number";1;0;1
"providencia-rettgeri-characteristics";1;0;1
"spectroscopic-properties-of-myristic-acid";1;0;1
"surface-area-analysis";1;0;1
"thermal-characterization-of-myristic-acid";1;0;1
"thermal-stability";1;0;1
"thermal-stability-of-p-dichlorobenzene";1;0;1
"uv-visible-spectroscopy";1;0;1
"1-2-4-triazole";1;0;1
"1-2-4-triazole-analysis";1;0;1
"1-2-4-triazole-dsc-analysis";1;0;1
"1-2-4-triazole-thermal-properties";1;0;1
"1-2-4-triazole-xrd-analysis";1;0;1
"16s-rdna-sequence-of-s-marcescens";1;0;1
"2-methylimidazole";1;0;1
"2-methylimidazole-uv-spectrum";1;0;1
"antimicrobial-susceptibility-of-s-marcescens";1;0;1
"antimicrobial-susceptibility-pattern-of-salmonella-paratyphi";1;0;1
"barium-oxide";1;0;1
"biochemical-identification-of-salmonella-paratyphi";1;0;1
"biochemical-reactions-of-salmonella-paratyphi";1;0;1
"biofield-energy";1;0;1
"characteristics-of-salmonella-paratyphi";1;0;1
"donnees-de-references-referentiels-vocabulairecontrole";1;0;1
"ftir-spectra-of-barium-oxide";1;0;1
"genotypic-analysis-of-m-morganii";1;0;1
"imidazole";1;0;1
"imidazole-derivatives";1;0;1
"imidazole-derivatives-characterization";1;0;1
"imidazole-uv-vis-spectrum";1;0;1
"imidazole-xrd-analysis";1;0;1
"m-morganii-16s-rdna-analysis";1;0;1
"m-morganii-antimicrobial-susceptibility";1;0;1
"microbial-resistance";1;0;1
"morganella-morganii";1;0;1
"morganella-morganii-characteristics";1;0;1
"morganella-morganii-treatment";1;0;1
"paratyphoid-fever";1;0;1
"phenotyping-and-genotyping-of-serratia-marcescens";1;0;1
"physical-properties-of-1-2-4-triazole";1;0;1
"physical-properties-of-barium-oxide";1;0;1
"physical-properties-of-zinc-sulfide";1;0;1
"s-marcescens";1;0;1
"s-paratyphi-a";1;0;1
"salmonella-paratyphi-a-biochemical-reactions";1;0;1
"serratia-marcescens-biochemical-tests";1;0;1
"serratia-marcescens-characteristics";1;0;1
"structural-properties-of-barium-oxide";1;0;1
"surface-area-analyzer";1;0;1
"thermo-gravimetric-analysis";1;0;1
"zinc-sulfide";1;0;1
"zinc-sulfide-xrd-analysis";1;0;1
"bronze";1;0;1
"bronze-powder-xrd-analysis";1;0;1
"characteristics-of-bronze-powder";1;0;1
"ft-ir-spectroscopy-of-bronze";1;0;1
"physical-properties-of-bronze-powder";1;0;1
"sem";1;0;1
"structural-properties-of-bronze-powder";1;0;1
"16s-rdna-gene-sequencing";1;0;1
"16s-rdna-of-pseudomonas-fluorescens";1;0;1
"16s-rdna-sequencing-of-e-aerogenes";1;0;1
"antibiogram-of-enterobacter-cloacae";1;0;1
"austenitic-stainless-steel";1;0;1
"biotyping-of-enterobacter-cloacae";1;0;1
"brain-tumor";1;0;1
"cell-death-rate-of-gbm-cells";1;0;1
"enterobacter-aerogenes";1;0;1
"enterobacter-aerogenes-antimicrobial-susceptibility";1;0;1
"enterobacter-aerogenes-characteristics";1;0;1
"enterobacter-cloacae";1;0;1
"enterobacter-cloacae-biochemical-characteristics";1;0;1
"enterobacter-cloacae-characteristics";1;0;1
"ftir-analysis-of-sparfloxacin";1;0;1
"ftir-spectrum-of-salicylic-acid";1;0;1
"genotyping-characteristic-of-shigella-sonnei";1;0;1
"glial-cell";1;0;1
"glioblastoma";1;0;1
"group-b-streptococcus-agalactiae";1;0;1
"human-brain-tumor-cells";1;0;1
"investigation-of-antimicrobial-susceptibility-of-e-cloacae";1;0;1
"lyophilized-state";1;0;1
"non-gbm-human-brain-cells";1;0;1
"p-fluorescens-rdna-sequencing";1;0;1
"phenotype-and-genotype-of-enterobacter-aerogenes";1;0;1
"phenotyping";1;0;1
"phenotyping-characteristic-of-shigella-sonnei";1;0;1
"physical-properties-of-stainless-steel-powder";1;0;1
"properties-of-stainless-steel-powder";1;0;1
"pseudomonas-fluorescens";1;0;1
"pseudomonas-fluorescens-biochemical-reactions";1;0;1
"pseudomonas-fluorescens-biochemical-tests";1;0;1
"pseudomonas-fluorescens-identification";1;0;1
"rapd-analysis-of-e-aerogenes";1;0;1
"salicylic-acid";1;0;1
"shigella-flexneri";1;0;1
"shigella-flexneri-antibiogram";1;0;1
"shigella-flexneri-antimicrobial-susceptibility";1;0;1
"shigella-flexneri-biochemical-reactions";1;0;1
"shigella-flexneri-biotyping";1;0;1
"shigella-flexneri-treatment";1;0;1
"shigella-sonnei";1;0;1
"shigella-sonnei-antimicrobial-susceptibility";1;0;1
"shigella-sonnei-characteristics";1;0;1
"shigellosis";1;0;1
"sparfloxacin";1;0;1
"sparfloxacin-spectral-properties";1;0;1
"spectral-properties-of-salicylic-acid";1;0;1
"stainless-steel-powder-ftir-analysis";1;0;1
"streptococcus-agalactiae-alterations";1;0;1
"streptococcus-agalactiae-biochemical-characteristics";1;0;1
"streptococcus-agalactiae-biotype-number";1;0;1
"streptococcus-agalactiae-group-b";1;0;1
"streptococcus-agalactiae-mic-alterations";1;0;1
"structural-properties-of-stainless-steel-powder";1;0;1
"sus316l";1;0;1
"time-lapse-video-microscopy";1;0;1
"two-time-lapse-video-microscopy";1;0;1
"uv-spectrum-of-salicylic-acid";1;0;1
"viability-of-normal-brain-cells";1;0;1
"xrd-analysis-of-stainless-steel";1;0;1
"etatecologique";1;0;1
"installations-de-suivienvironnemental";1;0;1
"accessoire-moto";1;0;1
"casque-moto";1;0;1
"promo-moto";1;0;1
"chaulnes-et-bray-sursomme";1;0;1
"noyellessur-mer";1;0;1
"plan-deprevention";1;0;1
"repartitiondes-especes";1;0;1
"risque-gestiondu-risque";1;0;1
"gluten-hydrolysate";1;0;1
"ipomoea-macroelements";1;0;1
"nonrestreint";1;0;1
"rupturesde-barrages";1;0;1
"unitesadministratives";1;0;1
"eauxinterieures-de-surface-rivieres-et-lacs";1;0;1
"reservoirsde-biodiversite";1;0;1
"habitats-etbiotopes";1;0;1
"biophysique";1;0;1
"companies";1;0;1
"register";1;0;1
"etat-dumilieu-qualite-et-quantite";1;0;1
"zonagesrisque-naturel";1;0;1
"documentd-urbanisme";1;0;1
"ressource-eneau";1;0;1
"nature-paysagebiodiversite";1;0;1
"installations-desuivi-environnemental";1;0;1
"berthauderie";1;0;1
"co-conception";1;0;1
"galicherais";1;0;1
"pertuischaud";1;0;1
"petit-caporal";1;0;1
"prezegat";1;0;1
"saint-nazaire";1;0;1
"tin";1;0;1
"trebale";1;0;1
"triangular-irregular-network";1;0;1
"eaux-cotieres-eauxmaritimes";1;0;1
"patrimoinenaturel";1;0;1
"decision-cas-par-cas";1;0;1
"etablissements-pour-personnes-agees";1;0;1
"etablissements-pour-personnes-handicapees";1;0;1
"services-d-aide-a-domicile";1;0;1
"article-scientifique";1;0;1
"articles-scientifiques";1;0;1
"budget-r-t";1;0;1
"capeps";1;0;1
"capes";1;0;1
"capet";1;0;1
"caplp";1;0;1
"carnot";1;0;1
"conseils-regionaux";1;0;1
"crpe";1;0;1
"crt";1;0;1
"depp";1;0;1
"diplome-universitaire";1;0;1
"france-regroupee";1;0;1
"glossary";1;0;1
"irt";1;0;1
"laureate";1;0;1
"mt180";1;0;1
"operation-statistique";1;0;1
"pft";1;0;1
"sies";1;0;1
"staff";1;0;1
"telechargements";1;0;1
"translation";1;0;1
"tutelle";1;0;1
"etudes-d-impact";1;0;1
"reseaux-detransport";1;0;1
"station-ski";0;1;1
"cooperations";1;0;1
"habitat-politique-dela-ville";1;0;1
"sciencestechniques";1;0;1
"sitesproteges";1;0;1
"observatoires-regionaux";1;0;1
"faune-marine";1;0;1
"cheerz";0;1;1
"points-reperes";1;0;1
"freelance";0;1;1
"business-school";0;1;1
"mba";0;1;1
"opendataparis";0;1;1
"organisation-du-suivi-de-l-eau-programmesde-surveillance-reseaux-de-mesure";1;0;1
"antenne-de-police";1;0;1
"bureau-des-archives";1;0;1
"centre-de-reception-des-etrangers";1;0;1
"fourrieres";1;0;1
"iml";1;0;1
"musee-de-la-prefecture-de-police";1;0;1
"police-administrative";1;0;1
"prefourrieres";1;0;1
"classement-fibre";0;1;1
"palmares-fibre";0;1;1
"eaux-interieuresde-surface-rivieres-et-lacs";1;0;1
"espace-resident";1;0;1
"fonction-du-sol";1;0;1
"plante-aquatique";1;0;1
"sol-sature-engorge-d-eau";1;0;1
"stationnement-sur-voirie";1;0;1
"territoire-a-risqued-inondation";1;0;1
"zone-residents";1;0;1
"habitatset-biotopes";1;0;1
"alavateli";1;0;1
"automobilistes";1;0;1
"bureau-partage";1;0;1
"corworking";1;0;1
"domaines-professionnels";1;0;1
"gillez-carrez";1;0;1
"grands-electeurs";1;0;1
"grenoble-commune";1;0;1
"information-society-state";1;0;1
"intermittent-du-spectacle";1;0;1
"internet-sans-frontieres-state";1;0;1
"internet-state";1;0;1
"odra-haiti";1;0;1
"porno";1;0;1
"pvs";1;0;1
"tags1";1;0;1
"universite-de-strasbourg";1;0;1
"web-state";1;0;1
"world-bank-state";1;0;1
"zones-prioritaires";1;0;1
"directivecadre-eau";1;0;1
"robotique";0;1;1
"amenageurs";1;0;1
"interoperabilite";1;0;1
"operateurs-de-mobilite";1;0;1
"services-d-utilite-publiqueet-services-publics";1;0;1
"politiqueenvironnementale";1;0;1
"dassault";0;1;1
"inventeur";0;1;1
"culture-tourisme-patrimoine-sports";1;0;1
"centre-de-secours";1;0;1
"gestion-du-risqued-inondation";1;0;1
"habitat-politiquede-la-ville-politique";1;0;1
"centre-ancien";1;0;1
"centre-historique";1;0;1
"eau-cours-d-eau-hydrographie-bonnes-conditions-agricoles-et-environnementales-directive-nitrates";1;0;1
"envahissantes";1;0;1
"especes-invasives";1;0;1
"exotiques";1;0;1
"japonica-sachalinensis-x-bohemica";1;0;1
"renouee-a-epis-nombreux";1;0;1
"renouees-du-japon-non-differenciees";1;0;1
"urbanisme-et-foncier-zonages-divers";1;0;1
"zones-amenagements-concertes";1;0;1
"assainissement-eaux-usees";1;0;1
"zones-de-mouillages-et-d-equipements-legers";1;0;1
"anti-gaspi";0;1;1
"education-nutritionnelle";0;1;1
"evolution-historique";1;0;1
"espace-boise-classe";1;0;1
"canalisation-eau";1;0;1
"cours-d-eau-domanial";1;0;1
"lac-domanial";1;0;1
"nom-de-la-commune-ne-pas-oublier-l-emprise-a-la-commune-et-d-associer-les-fichiers";1;0;1
"patrimoinefc";1;0;1
"famille-sante-social";1;0;1
"geoguyane";1;0;1
"installations-humaines";1;0;1
"operation-interet-national";1;0;1
"patrimoine-culture";1;0;1
"zone-amenagement-differe";1;0;1
"naturepaysage-biodiversite";1;0;1
"arrete-cadre";1;0;1
"activiteeconomique-agriculture-et-elevage";1;0;1
"amenagement-servitude";1;0;1
"atals-du-salon";1;0;1
"atlas-de-la-lizaine";1;0;1
"atlas-du-rahin";1;0;1
"atlas-du-ruhans";1;0;1
"atlas-du-secteur-de-senargent";1;0;1
"atlas-la-douce";1;0;1
"bande-d-utilite-publique";1;0;1
"bassin-versant-captage-contentieux-eaux-brutes-nitrates-europe";1;0;1
"bois-ronds";1;0;1
"dig";1;0;1
"directive-territoriale-d-amenagement";1;0;1
"durgeon";1;0;1
"durgeon-amont";1;0;1
"durgeon-amont-hors-aval";1;0;1
"gonflement";1;0;1
"grand-gibier";1;0;1
"limites-de-communes";1;0;1
"louvetier";1;0;1
"lsle-de-noe";1;0;1
"mat-eolien";1;0;1
"ognon";1;0;1
"ognon-basse-vallee";1;0;1
"ognon-secteur-lure";1;0;1
"passage-ouvrages-installation-cours-d-eau-canal-lac-plan-d-eau-sup-servitude-assiette-a-4";1;0;1
"plan-de-prevention-des-risques-retrait-gonflement-des-argiles-de-la-commune-xxxx-gers";1;0;1
"plan-de-protection-de-l-atmosphere";1;0;1
"qualite-des-eaux";1;0;1
"risques-ppri-pprn";1;0;1
"saint-andre";1;0;1
"semouse";1;0;1
"senargent";1;0;1
"unite-cynegetique";1;0;1
"val-de-semouse";1;0;1
"virgule-de-sable";1;0;1
"zone-defavorisee";1;0;1
"zone-reg";1;0;1
"zone-reglementee-du-pprga-de-la-commune-de-xxxxx-gers";1;0;1
"amenagement-urbanisme-zonagesplanification";1;0;1
"christmas-circus";1;0;1
"cirque-de-noel";1;0;1
"wonderful";1;0;1
"wonderful-christmas-circus";1;0;1
"documentsd-urbanisme";1;0;1
"eaux-interieures-de-surface-rivieres-etlacs";1;0;1
"booster";1;0;1
"syndicat-d-energie";1;0;1
"syndicats-d-energie";1;0;1
"disque-de-stationnement";1;0;1
"papillon-de-vigilance";1;0;1
"le-plus-beau-des-cirques-de-noel";1;0;1
"sites-dinjection";1;0;1
"sourcesd-energie";1;0;1
"cartomancie";1;0;1
"bilan-sante";1;0;1
"caracterisation";1;0;1
"temps-scolaire";1;0;1
"prevair";1;0;1
"ineris";1;0;1
"lcsqa";1;0;1
"vitrine";1;0;1
"fougeres-agglomeration";1;0;1
"javene";1;0;1
"lecousse";1;0;1
"naturalrisk-zones";1;0;1
"chicha";0;1;1
"narguile";0;1;1
"patisserie";1;0;1
"patisserie-fine";1;0;1
"patisserie-traiteur";1;0;1
"developpementdurable";1;0;1
"zonages-risquenaturel";1;0;1
"etablissements-publics-de-cooperation-intercommunale";1;0;1
"etablissements-publics-de-cooperation-intercommunale-a-fiscalite-propre";1;0;1
"entreprise-artisanale";1;0;1
"petit-commerce";1;0;1
"petite-industrie";1;0;1
"petites-et-moyennes-entreprises";1;0;1
"cu";1;0;1
"mobiloire";1;0;1
"andre-desguine";1;0;1
"monographies";1;0;1
"eaux-interieures-desurface-rivieres-et-lacs";1;0;1
"opticien";1;0;1
"thesaurus-liste-dautorite";1;0;1
"avis-optical-center";1;0;1
"ae";1;0;1
"lema";1;0;1
"geomartinique";1;0;1
"laboratoire-geode";1;0;1
"liquefaction";1;0;1
"milieu-humide";1;0;1
"office-de-l-eau";1;0;1
"grande-entreprise";1;0;1
"micro";1;0;1
"trancon";1;0;1
"changement-de-porte";1;0;1
"changement-de-serrure";1;0;1
"porte-blinde";1;0;1
"serrurier-paris-assistance";1;0;1
"adaptations";1;0;1
"ameliorations";1;0;1
"fonciersol";1;0;1
"climagri";1;0;1
"eit";1;0;1
"fonctionnalite";1;0;1
"lisea";1;0;1
"n-ecologie-littoral";1;0;1
"n-mine-carriere-granulats";1;0;1
"n-parc-locatif-social";1;0;1
"niveaux-diffusion";1;0;1
"service-d-utilite-publique";1;0;1
"bilan-demographique";0;1;1
"invention";0;1;1
"plancton";1;0;1
"accidentsdelaroute";0;1;1
"chirurgien";0;1;1
"courdecassation";0;1;1
"dommage-corporel";0;1;1
"gynecologue-obstetricien";0;1;1
"prejudice-corporel";0;1;1
"responsabilitemedicale";0;1;1
"afirev";1;0;1
"contrats-de-mobilite";1;0;1
"identifiant-de-point-de-recharge";1;0;1
"identifiants";1;0;1
"identifiants-de-station-de-recharge";1;0;1
"nom-de-la-commune-ne-pas-oublier-l-emprise-ala-commune-et-d-associer-les-fichiers";1;0;1
"sdage-2016";1;0;1
"sieag";1;0;1
"chaise-tolix";0;1;1
"tolix";0;1;1
"decret-2017-26";1;0;1
"offre-optical-center";1;0;1
"offre-unique-optical-center";1;0;1
"opticale-center";1;0;1
"observation-parpoint";1;0;1
"schema-regional-de-coherenceecologique";1;0;1
"bosquet";1;0;1
"valeur-des-terres";1;0;1
"maec";1;0;1
"pprdf";1;0;1
"foncier-sol-occupationdu-sol";1;0;1
"documenturbanisme";1;0;1
"certificat-immatriculation";0;1;1
"formulaire-publication-boamp-acheteurpublic";0;1;1
"annuaire-service-public";0;1;1
"sde29";1;0;1
"sdehg";1;0;1
"zonesde-gestion";1;0;1
"fonf";1;0;1
"cagc";1;0;1
"quercy";1;0;1
"gestion-du-paysage";1;0;1
"zonagesplanification";1;0;1
"cnr";1;0;1
"solsature-engorge-d-eau";1;0;1
"air-urbaine";1;0;1
"cynips-chataignier-sante-vegetale-alsace";1;0;1
